,text,label_category
221,They do need to get their lifts fixed much quicker though - only one lift working over a three day period for that many rooms is just lousy customer service.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
222,"I've stayed here twice, once on business, once for pleasure.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
223,Both times the rooms have been pleasant enough and food is nice too.,"[0, 0, 0, 0, 0, 0, 1, 1, 0]"
224,Does it deserve 1 star?,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
225,"No, maybe 0.2 stars, I'll give it the fact that I crossed the river safely without having to be plunged into the water.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
226,Although I really wish I did with my experience on it today.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
227,"2 minutes on the bridge, bird had to poo on me.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
228,"Now if London thinks that is suitable then so be it, if not deal with the bird problem.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
229,"I was taking a picture of the Tower of London, not summoning a demon, stop cursing me!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
230,"Had to walk round topless, until I got to River Island, on OXFORD STREET.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
231,They can have a better review.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
232,Old terms and condidtions said you could show the document with no need of printing.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
233,Clearly this exhibition is outdated in our digital world!,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
234,We had 241 tickets frkm Southern Rail.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
235,We were denied entry as we had not printed these tickets off.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
236,Staff rude and aggressive asking if I could read.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
237,What a waste of paper when all they need is the ticket reference number to put it in their system.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
238,Other museums use the number and agree with not wasting paper to print.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
239,Ive visited in February before and it was a lot better.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
240,"Cold and rainy, but not so nerve-wrecking with ten thousand other people surrounding you.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
241,"There were crazy lines for everything getting into any tower, the Crown Jewels (nearly 45 minutes outside in the searing heat) and even for any refreshments or toilets.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
242,"Like, so packed that we left after a very short period, despite having paid a kings ransom to get in.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
243,"I went in July, yeah, the peak tourist time and it was packed.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
244,"Obviously the historical significance cannot be overstated, but as a tourist experience, it was less than ideal.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
245,We spent 3 hours and we really had to rush towards the end.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
246,Washrooms were quite difficult to find.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
247,Love walking through so much history.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
248,Go if you can.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
249,It was extremely interesting and well worth the visit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
250,The crown jewels were amazing.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
251,The ravens are still there.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
252,The Beefeaters give great tours or you can go on your own with the help of a guide book.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
253,"We were lucky to go in November so they were lighting over 10, 000 lights in honour of our fallen vets, which took quite awhile and really brought out thousands of people which made me feel slightly claustrophobic.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
254,"They have a food hall which was okay, nothing wonderful but filled the hollow tooth.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
255,Main attraction was Kohinoor.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
256,10 Oct 19 our school never mentioned its importance so not enjoyed as much rather would have enjoyed watching London stock Exchange.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
257,We had debate whether its original one or not.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
258,Or Maharashtras capital should have been Raigad next to which should have been BSE.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
259,Cuts and size matter the most why would any Indian would pay and go there and waste 2 and half hrs.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
260,"We have better forts, sea forts they are much beautiful at sight.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
261,Keeping a structure in Heart of City or built city round it quiet strange to watch out for.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
262,In India Pune city should have built near Shivneri fort.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
263,Let me start off by saying what an incredible place!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
264,"Iconic, steeped in national history and world renowned..","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
265,"The tourists lap it up, both British and foreign..","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
266,"The tower has had a make over inside the oldest part, the white tower and is interactive with the public.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
267,"What I cannot understand, as being a member of the British armed forces and once a guardsman protecting this iconic place is that we fail to have free entry into the grounds...","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
268,I feel utterly devalued as a serviceman having to explain at the ticket desk to a person who does not speak English and in turn giving out attitude..not impressed..,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
269,Tower management need to seriously devise a more customer friendly method of entry for this aspect of the visit.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
270,"During our visit on the 6th August, my 8 year old grandson was very much looking forward to viewing the Crown Jewels.","[0, 0, 0, 1, 0, 0, 0, 0, 0]"
271,We cleared entry with pre- booked tickets just after 10am to be faced with a queue for the Jewels which extended outside the normal queuing area some 30 yards down hill.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
272,Forcing peoplekids to queue for two hours is just unacceptable as well as consumes useful time.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
273,Timed entry for example works well for the London Eye and London Dungeon.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
274,An estimated 2 hour wait.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
275,"I had been looking forward to visiting, got very giddy when we arrived only to be sorely disappointed.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
276,It was certainly not worth the costly ticket.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
277,"I had anticipated more on some of the tower's most famous prisoners (Anne Boleyn, Lady Jane Grey, Catherine Howard etc), but other than a monument in the area in which they died there was little to no reference made to the former queens.","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
278,"All the exhibits and information are woefully basic, so for a history buff this was not what I had hoped for.","[0, 0, 0, 0, 0, 0, 1, 0, 0]"
279,There a more picturesque castles and better armouries in the UK if your willing to travel.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
280,It was OK. £30 seems a little steep if you ask me.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
281,The Tower itself is a great piece of history though with some great exhibits and others some nice views of Tower Bridge.,"[1, 1, 0, 0, 0, 0, 0, 0, 0]"
282,"And of course, the Crown Jewels.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
283,It is disappointing that photography is not allowed of the jewels even with the flashed switched off.,"[0, 0, 0, 0, 1, 0, 0, 0, 0]"
284,Everywhere I went there were signs for disability lifts or ramps and much of it is flat anyway so those with difficulties should have no trouble seeing the vast majority.,"[0, 0, 0, 0, 0, 0, 1, 0, 0]"
285,"I recommend a visit, but to me it is a one time thing, I see no reason to go back.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
286,"The museum building with a few floors of ancient history and costumes again is nice, but other than that for the entry price the place is missing some cohesive historical atmosphere We're expat locals and it took us 7 years before deciding we had better check it out.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
287,"Yes the crown jewels are a sight, but you need to join the conveyor belt of masses to get to view them.","[0, 1, 0, 0, 0, 0, 1, 0, 0]"
288,"Unfortunately for all its history, it in disappointingly bland.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
289,Must say that we didn't regret waiting.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
290,Circling the walls from the outside and viewing the line of people wanting to get in you expect there is some magical place inside.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
291,Had a wonderful day at the Tower of London with my wife and two young sons.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
292,"Please don't overlook these men, you are in the presence of greatness each must have 22 years in the military with exemplary record and attaining sergeant level thereafter hand selected.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
293,Only realising after a engaging and entertaining chat with these outstanding individuals did I appreciate their contribution to our country.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
294,If visiting the Tower of London well worth engaging with these guys as very approachable happily relaying their experiences and knowledge in history and life experiences.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
295,Very Proud and fine example of our history and delivery to a worldwide tourist audience who visit.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
296,Highlight for me apart from the great history and presentation was chatting with the beefeaters.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
297,Overall though I wouldnt recommend or revisit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
298,Dec 2019 Im trying not be overly harsh to such an iconic English landmark but in truth I found it disappointing.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
299,"The two main areas worth visiting once inside is the White Tower, to see the armour collection, and obviously The Crown Jewels.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
300,Good facilities onsite and the staff and Warders are knowledgable and friendly.,"[0, 0, 0, 0, 1, 0, 1, 0, 0]"
301,The other exhibits seem to be lacking a little and have been padded out.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
302,We visited on what turned out to be a busy day and had to queue for 90 minutes to see the jewels.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
303,They are worth the wait and in IMO the best thing about the site.,"[0, 1, 0, 0, 0, 0, 0, 0, 0]"
304,"This is a vibrant multi cultural place, its been a lot quieter recently for obvious reasons.","[1, 0, 0, 0, 0, 0, 0, 0, 0]"
305,I enjoy having a walk through and then having a crepe and a coffee sitting on the river Bank.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
306,Its something very relaxing listening to the water pouring through the lock.,"[0, 0, 0, 1, 0, 0, 0, 0, 0]"
307,There are security guys around keeping an eye out so it feels a bit safer.,"[0, 0, 0, 0, 0, 0, 0, 1, 0]"
308,Crazy busy summer time tho!,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
309,"Not that Gr8 for parking tho, you get couple hours in the supermarket free.","[0, 0, 0, 0, 0, 1, 0, 0, 0]"
310,I'm fortunate enough to be able to park up but if I wasn't I'd def take public transport.,"[0, 0, 0, 0, 0, 1, 0, 0, 0]"
311,Ps the weatherspoons does a fair breakfast as well.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
312,"A word of warning though, it gets VERY crowded on Saturdays and disabled access is quite restricted, as the main part of the market is in an old Victorian horse stables with uneven, cobbled streets and narrow walkways and it's easy to get lost.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
313,"Very lively place full of quirky little independent shops and boutiques, restaurants and street food stands from all over the world.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
314,"Whatever you're into, whether it's vintage fashions, designer jewellery, music or home decor, or even Vietnamese Bhun ( Chicken salad ) there's something here for you.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
315,There are multiple zones of food so make sure to catch it all.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
316,"I would visit here every weekend if I could, its that good!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
317,I also would advise one to go try samples from each restaurant as they all offer that before choosing what you want to eat.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
318,Go here on an empty stomach because there are so many options that you would love trying.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
319,"From 2 quid caramel peanuts on the streets to pasta to Mexican kebabs and Indian wraps, this place has everything!","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
320,"Name it, and Camden market has it!","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
321,I cannot emphasize how many options of cuisines and types of food available.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
322,THIS IS THE BEST FOOD MARKET IN THE WORLD FOR ANY FOODIE.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
323,Very few children spied so more an Adult area of London to visit.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
324,Loads of interesting stalls and people.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
325,The halloumi fries are a must try in Camden Lock.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
326,Also look out for the Music Boat punt ride along the river to London Zoo and back.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
327,"With snug cushions, excellent live music and cold beer its sublime at twilight.","[0, 1, 0, 0, 0, 0, 0, 0, 0]"
328,"Other highlights include Cyberdog - a wacky shop set in semi darkness selling all things neonfluorescent to banging nightclub tunes, handmade leather belts made to measure whilst you watch and the biggest Riverside Wetherspoons i have ever seen!","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
329,"Absolutely amazing taste..£3.50 per slice, but worth every bite.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
330,Expect tonnes of people..You can just about move when you walk..,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
331,Nice chilled out atmosphere listening and just chilling to the music.,"[1, 0, 0, 0, 0, 0, 0, 0, 0]"
332,"There are all different types of food, carribean, African and many many more nationalities. ..","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
333,One more visit was enough for me.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
334,"If you love crowds, been busy, overly social, then you'll love this place.","[0, 0, 0, 0, 0, 0, 0, 0, 1]"
335,As you enter into the market there is a tiny little pizza stand.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
336,Camden Market has changed since I first came here a few years ago..,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
337,Camden market used to be the area of London where you could go for reasonably priced alternative shopping that you cant find on the High Street or in the city centre.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
338,"These days however, it is an overpriced tourist attractiontrap that it nearly impossible to comfortably get from one area to the other without being trampled by hundreds of people, or being pushed into the road and getting nearly ran over by an oncoming car.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
339,"All of the market stalls seem to sell the same items, and well-known High Street stores have encroached into what used to be independent retailers.","[0, 0, 1, 0, 0, 0, 0, 0, 0]"
340,There is also an eclectic mix of craft stall featuring hand made goods of generally good quality.,"[0, 0, 1, 0, 0, 0, 0, 0, 0]"
341,However I would recommend going a little further down to Camden Lock where there is an excellent variety of food for sale from Vegan to world foods.,"[0, 0, 0, 0, 0, 0, 0, 0, 1]"
